"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 1996","3968","","","LAW","LAW","B650","6589","","POPKIN W","63","67","3.02","3.07","99","9.5","74.6","15.9","0","4","0","4","2","23","11","13","9","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B653","6591","","GELLIS A","75","83","3.09","3.07","99","21.3","66.7","12","0","8","0","4","12","13","25","12","9","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B659","6594","","CONRAD S","0","8",".00","2.92","100","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B663","6596","","BETHEL T","38","45","3.16","3.15","98","28.9","57.9","13.2","0","7","0","5","6","7","9","6","5","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B665","6597","","FIDLER D","36","38","3.16","3.10","97","16.7","80.6","2.8","0","2","1","2","3","14","5","10","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B668","6598","","CONKLE D","121","126","3.04","3.16","98","13.2","71.9","14.9","0","5","0","6","10","34","39","14","14","3","1","0","0","0","0","0","4","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B670","6600","","HUGHES S","73","83","3.08","3.03","99","16.4","74","9.6","0","10","0","2","10","25","16","13","2","5","0","0","0","0","0","0","6","2","0","0","0","0","1","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B672","6601","","HUGHES S","55","66","3.13","3.13","98","27.3","61.8","10.9","0","11","1","5","9","11","8","15","6","0","0","0","0","0","0","1","8","1","0","0","0","0","1","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B674","6603","","WILLIAMS D","0","18",".00","3.45","94","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B674","8578","","AMAN A","0","15",".00","3.27","100","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B674","8579","","CATE F","0","5",".00","3.29","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B674","8580","","CATE F","0","16",".00","3.11","100","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B678","8668","","SCANLAN J","18","18","3.13","2.90","100","27.8","61.1","11.1","0","0","0","2","3","4","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B684","6606","","HODGES E","15","19","3.36","3.14","89","40","60","0","0","4","0","3","3","2","6","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B688","6609","","TANFORD J","0","18",".00","3.06","100","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","17","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B691","8561","","ORENSTEIN A","0","13",".00","2.99","100","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B696","8562","","TANFORD J","0","10",".00","3.22","100","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B698","6611","","ROBEL L","0","9",".00","3.22","89","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","8","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B700","6612","","JOHNSON S","18","20","3.19","3.12","100","27.8","72.2","0","0","2","0","3","2","0","10","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B703","6613","","JOHNSON S","11","12","3.19","3.05","92","27.3","72.7","0","0","1","0","1","2","1","5","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B706","6615","","AMAN A","0","38",".00","3.30","97","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","33","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B710","6621","","AMAN A","0","5",".00","3.16","80","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","1","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B713","6624","","CRAIG P","112","123","3.15","3.09","97","20.5","70.5","7.1","1.8","11","0","11","12","36","30","13","8","0","0","1","1","0","0","0","11","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B719","8563","","DAU-SCHMIDT K","0","73",".00","3.08","99","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","71","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B720","6627","","TANFORD J","13","20","3.65","3.02","100","69.2","30.8","0","0","7","0","3","6","4","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B722","6628","","KELLAMS M","15","17","3.24","3.14","100","20","80","0","0","2","0","1","2","6","4","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B722","6629","","TAYLOR V","17","17","3.15","3.12","100","11.8","88.2","0","0","0","0","1","1","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B722","8918","","HAMNER L","13","13","3.30","3.10","100","23.1","76.9","0","0","0","0","1","2","7","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B723","6631","","ORENSTEIN A","135","139","3.03","3.11","99","17","71.9","11.1","0","4","0","4","19","33","30","34","8","6","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B725","6632","","BOSHKOFF D","56","61","3.05","3.10","98","12.5","75","12.5","0","5","0","4","3","9","30","3","7","0","0","0","0","0","0","1","2","1","0","0","0","0","0","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B727","6633","","HICKS J","44","46","3.20","3.13","100","29.5","59.1","11.4","0","2","0","6","7","9","14","3","4","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B729","6635","","DAU-SCHMIDT K","0","39",".00","3.23","100","0","0","0","0","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","33","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B733","6637","","BAUDE P","29","32","3.33","3.17","100","41.4","58.6","0","0","3","0","3","9","6","6","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B734","6638","","AMAN A","0","7",".00","3.12","100","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B734","6639","","AMAN A","0","6",".00","3.16","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B753","8565","","WILLIAMS S","15","19","3.23","3.08","100","40","46.7","13.3","0","4","0","1","5","2","4","1","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B755","6644","","CRAIG P","14","16","3.24","3.14","100","21.4","78.6","0","0","2","0","2","1","4","5","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B756","6645","","BROWN K","0","23",".00","2.97","91","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","21","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B768","6646","","FISCHMAN R","21","23","3.39","3.36","35","38.1","57.1","4.8","0","2","0","8","0","5","5","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B770","6647","","WILLIAMS D","27","32","3.10","3.17","100","22.2","66.7","11.1","0","5","0","2","4","5","8","5","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B776","8582","","FIDLER D","19","21","3.10","3.14","100","15.8","73.7","10.5","0","2","0","1","2","5","7","2","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B782","8581","","GJERDINGEN D","43","51","3.17","3.11","94","27.9","65.1","7","0","8","0","4","8","7","14","7","3","0","0","0","0","0","0","2","3","2","0","0","0","0","0","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B793","8583","","DELBRUECK J","28","35","3.11","2.88","100","28.6","53.6","17.9","0","7","0","2","6","4","8","3","5","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L724","8567","","HOFFMANN J","0","13",".00","3.05","100","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L728","6634","","AMAN A","7","10","3.34","3.26","90","42.9","57.1","0","0","3","1","1","1","1","1","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L729","8568","","HENDERSON L","15","19","3.49","3.08","89","53.3","46.7","0","0","4","0","2","6","4","3","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L734","8569","","SCANLAN J","0","5",".00","3.08","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L780","6651","","MANTERFIELD E","0","24",".00","3.06","92","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","22","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","L799","8571","","CONKLE D","15","17","3.27","3.19","94","33.3","60","6.7","0","2","0","2","3","2","7","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-23-1997",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B502","5888","","HICKS J","34","34","2.95","3.03","97","8.8","76.5","14.7","0","0","0","1","2","8","9","9","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B531","5887","","BROWN K","35","35","3.05","3.07","97","20","71.4","8.6","0","0","1","1","5","4","11","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B603","5889","","CONRAD S","6","7","3.57","3.14","100","66.7","33.3","0","0","1","0","0","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B614","5890","","BAUDE P","26","29","3.20","3.03","100","23.1","76.9","0","0","3","0","2","4","7","7","6","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B645","5895","","GJERDINGEN D","23","26","3.11","3.07","96","8.7","87","4.3","0","3","0","1","1","7","11","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B706","5227","","AMAN A","0","9",".00","2.97","100","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B710","5230","","AMAN A","0","49",".00","2.94","100","0","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","47","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B710","5232","","AMAN A","0","6",".00","3.13","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B722","5896","","BETHEL T","16","16","3.33","3.10","94","25","75","0","0","0","0","2","2","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B723","5897","","SCHORNHORST FT","33","34","3.16","3.07","94","21.2","72.7","6.1","0","1","0","3","4","10","9","5","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","09-12-1996",
"Second Summer Session 1996","3965SS2","","","LAW","LAW","B774","5908","","SPALDING R","24","24","3.08","3.06","92","16.7","79.2","4.2","0","0","0","0","4","4","10","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09-12-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B501","2238","","HICKS J","0","35",".00","3.37","97","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","34","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B531","2239","","BROWN K","0","35",".00","3.47","97","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B620","2067","","FROMM L","18","20","3.19","2.97","95","22.2","77.8","0","0","2","0","1","3","3","9","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B659","2233","","CONRAD S","0","14",".00","2.97","93","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","13","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B706","2080","","AMAN A","0","6",".00","2.99","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B710","2083","","AMAN A","0","44",".00","2.99","98","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","43","0","0","07-11-1996",
"First Summer Session 1996","3965SS1","","","LAW","LAW","B745","2236","","SHREVE G","50","51","3.10","3.01","100","24","68","8","0","1","0","6","6","5","16","13","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","07-11-1996",
"Spring 1996","3962","","","LAW","LAW","B502","7145","","MARKELL B","80","82","3.09","3.05","100","22.5","71.3","6.3","0","2","0","6","12","8","28","21","5","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B502","7146","","BOSHKOFF D","99","101","3.09","3.04","99","18.2","70.7","11.1","0","2","0","3","15","28","25","17","9","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B513","7147","","WILLIAMS D","55","57","3.03","3.03","100","14.5","74.5","10.9","0","2","0","2","6","15","12","14","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B513","7148","","CONKLE D","64","65","3.05","3.08","98","20.3","67.2","12.5","0","1","0","4","9","14","15","14","4","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B513","7149","","HENDERSON L","25","25","3.06","3.02","100","12","80","8","0","0","0","2","1","6","9","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B513","7150","","BAUDE P","59","60","3.06","3.05","100","16.9","69.5","13.6","0","1","1","4","5","13","18","10","7","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B521","7151","","GELLIS A","63","63","3.06","3.08","100","17.5","69.8","11.1","0","1","0","8","3","15","19","10","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B521","7152","","STAKE J","76","78","3.09","3.03","99","19.7","69.7","9.2","0","3","0","2","13","30","11","12","4","1","2","0","0","0","1","1","0","0","0","0","0","0","0","1","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B521","7153","","WILLIAMS S","64","65","3.01","3.03","100","15.6","67.2","17.2","0","1","1","3","6","12","22","9","8","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B534","7154","","SHREVE G","104","106","3.06","3.05","100","17.3","70.2","12.5","0","2","0","5","13","26","29","18","10","1","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-06-1996",
"Spring 1996","3962","","","LAW","LAW","B534","7155","","ROBEL L","0","98",".00","3.03","100","0","0","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","97","0","0","06-06-1996",
